Reporter Country Code,Reporter Countries,Commodity,mean_hhi,mean_shannon_h,mean_top_share,mean_eff_suppliers_hhi,mean_import_t,mean_idr,mean_idr_norm,mean_hhi_norm,risk_score
35,Cabo Verde,Rice,0.2798581190197926,1.551054977392335,0.3950914871433869,3.752374345328741,80466.72333333334,0.999985651159268,0.9999854463137562,0.19134802471648493,0.4387910361076216
35,Cabo Verde,Wheat,0.47167229915079756,0.9179127745909387,0.6175443538603725,2.1354327757810663,22595.539999999997,0.9999875920041679,0.999987261875836,0.3509284976958343,0.5935283845652451
37,Central African Republic,Maize,1.0,0.0,1.0,1.0,2.25,1.0,1.0,1.0,1.001
37,Central African Republic,Rice,0.374033077307177,1.1627508762947554,0.5010319064370584,2.741528019287669,37661.596666666665,1.0,1.0,0.32356466169176573,0.5699905493545113
37,Central African Republic,Wheat,0.7737984363408529,0.5438002261738449,0.8745547614415559,1.315835913557147,11731.013333333334,1.0,1.0,0.7376597609405877,0.8598827947467772
38,Sri Lanka,Maize,0.5502332896462262,0.8227135511456126,0.7002102390448034,1.9320207965037859,128023.43333333335,0.9990712151914837,0.9990556410821659,0.43774559621508796,0.6623971682418766
38,Sri Lanka,Rice,0.7854981186690715,0.46105033400942935,0.8766206958342414,1.3148753834954727,640050.66,0.9088924814064075,0.9075918211915102,0.9012397144987944,0.905410197285058
38,Sri Lanka,Wheat,0.28656348698572787,1.5318546895731375,0.44940532258603777,3.625334560513,1032554.3233333332,0.9296959491376261,0.9278254327905832,0.11398320910830474,0.3268016660968412
40,Chile,Maize,0.634668317493994,0.6356022750389865,0.7621546602544589,1.5894631238859773,2456527.725,0.989468097140977,0.9892914954083194,0.5449742029566547,0.7353051134735232
40,Chile,Rice,0.37921391067599364,1.2104062492364824,0.4997580819106633,2.658904205028962,349097.8350000001,0.9990778601867595,0.9990646956248641,0.33083827643193825,0.5760726906533462
40,Chile,Wheat,0.4050492994818661,1.127691341002056,0.5660461535480725,2.5213762644523374,1328332.685,0.9993707211327931,0.9993539784786569,0.2656488953987552,0.5164719579697276
41,"China, mainland",Maize,0.49484788635540916,0.8920683336130156,0.6248740420397382,2.173777576915245,25069557.003333334,0.9997939029012258,0.9997904470105642,0.3674086782312195,0.6072066252681975
41,"China, mainland",Rice,0.197255415024177,1.75514958629246,0.29667919941817467,5.163028412800043,6813456.453333333,0.6280948784298271,0.622785523035124,0.07537821781689527,0.21827420037513054
41,"China, mainland",Wheat,0.3425739531769012,1.3180086576576027,0.476181300907443,3.0615721211929485,10609351.860000001,0.9867818407252685,0.9864301571067868,0.18567842404899013,0.4293389169259429
44,Colombia,Maize,0.46133826563930064,0.9219098886217529,0.5961031778404527,2.2032012151374296,6296307.25,0.999796536088546,0.9997931243518658,0.32485299922670724,0.5710616789590442
44,Colombia,Rice,0.5717688150565455,0.7944908353511596,0.707862583697687,1.83897179822229,146249.54333333333,0.9853621000564999,0.9851531279060116,0.6011751298086367,0.7706081285634067
44,Colombia,Wheat,0.43723531912658187,1.0493480146863714,0.5857823026217536,2.3543475132098997,1954486.01,0.9942037610554341,0.9940495457639368,0.30684804536899185,0.5534654982098984
45,Comoros,Maize,0.9932089073596292,0.0227603820227199,0.9965928449744464,1.0068375269191094,5.869999999999999,1.0,1.0,1.0,1.001
45,Comoros,Rice,0.751180919533438,0.4427430324487871,0.855533283740503,1.331237221282331,64256.6,1.0,1.0,0.8530601905293923,0.9246157313824601
45,Comoros,Wheat,0.2801800814096828,1.4373738484010627,0.364101953524347,3.569133091005807,11170.58,1.0,1.0,0.10581224275237318,0.3269847932169408
46,Congo,Maize,0.9018100118938056,0.2677387931763388,0.9487078555618016,1.1124020173499045,12013.19,1.0,1.0,0.8842318833676701,0.9413379389204696
46,Congo,Rice,0.588773070457945,0.8111109227351232,0.7386377172998717,1.6995144783486518,205684.30000000002,0.9997192701667456,0.9997152624390532,0.6250482007855417,0.7915149964142186
46,Congo,Wheat,0.25779687565298176,1.5841731175219813,0.40134143168804104,4.079458084548205,238276.79999999996,0.9969018089100384,0.9968193781395643,0.07716101277848013,0.27926792362421715
48,Costa Rica,Maize,0.6155802142581005,0.5972313186491274,0.6873632634683761,1.7062393137992984,971564.2666666666,0.9990970655445061,0.9990819249007448,0.5207331886821724,0.7223405925336541
48,Costa Rica,Rice,0.336663187188484,1.3526149674382129,0.4764797219458213,3.1031081003262746,198564.30333333334,0.9007946116164457,0.899378345387645,0.2710993218022418,0.49496700611798644
48,Costa Rica,Wheat,0.5712110041517856,0.6806145425833671,0.6838533276475328,1.7666002713052114,267035.88,0.959420771858628,0.9583411170071968,0.4783412713300581,0.6781237281392148
49,Cuba,Maize,0.7462144498445669,0.4882032315722846,0.8558376368225742,1.3450154653910489,425878.175,1.0,1.0,0.6866326670354174,0.8296507094569695
49,Cuba,Rice,0.3505674703243211,1.2579322581397183,0.47188520628786607,2.9059537888312437,710669.4450000001,0.9999956557536522,0.9999955937347489,0.29062019645091963,0.5402874528354628
49,Cuba,Wheat,0.3726779145724028,1.3298967476269468,0.5198627040040069,2.8914007861760225,533443.615,0.9999813447953074,0.999980848453135,0.2242124718723005,0.4747982426009632
50,Cyprus,Maize,0.3500420210559994,1.3299849512397997,0.4976660338668491,3.148742564138157,297990.9666666667,0.9968806020421894,0.9968282951522026,0.18351188113348288,0.4290817821659982
50,Cyprus,Rice,0.1742642931927684,2.088612517221541,0.298832862185822,5.755555119106685,16637.533333333336,0.9888864801476762,0.9887278224063336,0.04309990451452542,0.20891841102087794
50,Cyprus,Wheat,0.24742932915913576,1.6222482149229196,0.3387264566707197,4.555167745702682,57363.83666666667,0.9635843663198737,0.9626154884636041,0.06389021671428,0.2500584289234019
52,Azerbaijan,Maize,0.9362043946371013,0.19079129642021683,0.9672080560153953,1.0695782738587072,59887.27333333334,0.9082284850333844,0.9066896359983463,0.9279111695040967,0.9182390981231259
52,Azerbaijan,Rice,0.5816470041502922,0.8887203688559898,0.7432298549448619,1.7628147625636335,100549.09999999999,0.9995279957904382,0.999521257410268,0.615043582368982,0.7850889756271833
52,Azerbaijan,Wheat,0.7864264086603603,0.36476303417081685,0.8723922304253499,1.2928237875229829,1241333.2733333334,0.9999607126053779,0.9999596673211735,0.7538239754397483,0.8692228456168279
53,Benin,Maize,0.42060064480296705,1.1471210942456176,0.5784979928897681,2.4492041724966156,5501.326666666667,0.8038062482628782,0.8005164195436835,0.2731180920964344,0.46873249482970536
53,Benin,Rice,0.4867081427495938,1.1246455231631753,0.6710722092739957,2.0696081245305313,2924631.3699999996,0.9978378409399502,0.9978069737369893,0.48175446601644356,0.6943907597742788
53,Benin,Wheat,0.24203583642773183,1.752278875649555,0.38056997963905365,4.651391566504099,155177.18000000002,0.9908440572257265,0.9906004533306196,0.05698637093411458,0.23979014096760834
54,Denmark,Maize,0.34337897159671926,1.4685182512353456,0.5107970222449124,3.001236608861221,189128.92,0.9308092116492949,0.9296490022103885,0.1750501143954306,0.40477260690557143
54,Denmark,Rice,0.14210355806670977,2.230895653139072,0.2748621088184005,7.094253601990815,76361.48666666666,0.8825237798145212,0.8808466773300011,0.0,0.02969590337622348
55,Dominica,Maize,0.6987723803866143,0.5711185638272447,0.7993814609332704,1.575491168002773,44.78333333333333,1.0,1.0,0.6263834181326424,0.7924713253807831
55,Dominica,Rice,0.6305289097529695,0.768740535303058,0.7804402897025678,1.598153997357964,1205.2266666666667,0.9999927607051072,0.999992657356196,0.6836711802491597,0.82785918134234
55,Dominica,Wheat,0.39650604472203727,1.040472672499055,0.4943778258666507,2.5325222415825195,3750.6733333333336,0.9999595662335858,0.9999584904489032,0.2547132519743931,0.5059232656085985
56,Dominican Republic,Maize,0.4814749810872674,0.8505815212667157,0.5999918020942162,2.1801254791073608,1379227.4033333333,0.9980028625026147,0.997969373972848,0.3504257028412527,0.5925061302343582
56,Dominican Republic,Rice,0.9495576689380746,0.1468328546977253,0.9741041314398006,1.0545913556188455,54358.49,0.9886764479948674,0.9885147918131192,1.0,0.9952408284455236
56,Dominican Republic,Wheat,0.4290945269526356,0.9813211053826087,0.5172478125327681,2.362078877127614,605276.68,0.8952739371370971,0.8924875854241642,0.29642756711933027,0.5155073605527218
57,Belarus,Maize,0.5201544845031794,1.0805563570462509,0.6993571695592729,1.9225057743280645,57379.05,0.5302157768140878,0.5223383107093955,0.3995468953897024,0.45784444475513714
57,Belarus,Rice,0.3425660104236769,1.3631559332125107,0.5056605903288842,2.9191454189025507,53333.66,0.9950122208518086,0.9949410148086753,0.2793865719482427,0.528439672058087
57,Belarus,Wheat,0.9501586360106888,0.1611635383042007,0.9746873286803872,1.0524558343210708,224306.63,0.7879159189648742,0.7822731894826092,0.9634065415360985,0.8691339296948845
58,Ecuador,Maize,0.550453581242525,0.8084974490751368,0.6318357616098335,1.9317913127340365,152794.90666666665,0.9789462316984663,0.9785931965432058,0.4380253564230266,0.6557943673606482
58,Ecuador,Wheat,0.42378594255923324,1.0604322116014242,0.5814369416849408,2.443627793995692,1424761.14,0.9998655615933533,0.9998619847121605,0.28963240676810775,0.539335635258417
59,Egypt,Maize,0.32262384730396815,1.3477620881820884,0.45243612090255403,3.1509343078006746,6436336.02,0.9993186746802264,0.9993072500370649,0.14869205995536702,0.38696001453165235
59,Egypt,Rice,0.7684748653286445,0.48769743539966265,0.8706127187682293,1.3077613384379847,377594.7733333334,0.9685043567856232,0.9680547217752101,0.8773399714250458,0.9225830567668928
59,Egypt,Wheat,0.3777151793671636,1.3314043494887189,0.5510711126277217,2.7417064611990027,7370080.830000001,0.933069351923732,0.9312885886560518,0.2306603343296645,0.46473033701254324
60,El Salvador,Maize,0.6524731229044346,0.5921915411593965,0.7569787471100852,1.6100203600862797,707662.6333333333,0.9949142617022817,0.9948289826974103,0.5675854879426492,0.7524718652776587
